Filename,Extracted Values
X8Y28ICZ,"{""Debtors"": ""12"", ""Net current assets"": ""12"", ""Net assets"": ""12"", ""Called up share capital"": ""12"", ""Shareholders funds"": ""12""}"
X8Y28IWG,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""11 Share 1 of £ each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y28IYR,"{""Current assetsCreditors: amounts falling due within"": ""20596"", ""Net current assets"": ""10660"", ""Total assets less current liabilities"": ""10660"", ""Net assets"": ""10660"", ""Capital and reserves The company is a private company limited by shares and incorporated in England. Its registered"": ""10660""}"
X8Y28J3N,"{""Fixed assets"": ""3398"", ""Current assets"": ""42155"", ""Prepayments and accrued income"": ""1251"", ""NET CURRENT ASSETS"": ""27670"", ""TOTAL ASSETS LESS CURRENT LIABILITIES"": ""31068"", ""NET ASSETS"": ""23412"", ""CAPITAL AND RESERVES"": ""23412""}"
X8Y28JG1,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y28JLK,"{""Called up share capital not paid"": ""1"", ""Net assetsTssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y28KH4,"{""Called up share capital not paid"": ""2"", ""Fixed Assets"": ""26163"", ""Current Assets"": ""16001"", ""Creditors: amounts falling due within one year"": ""-90"", ""Net current assets (liabilities)"": ""15911"", ""Total assets less current liabilities Creditors: amounts falling due after more than one"": ""42076"", ""Total net assets (liabilities)"": ""-11550"", ""Capital and reserves For the year ending 31 October 2019 the company was entities to exemption under section 477 of"": ""-11550""}"
X8Y28KR6,"{""Cash at bank and in hand"": ""3372"", ""Net assetsIssued share capital"": ""3372"", ""1 Ordinary Share of £ 33.72 each"": ""3372""}"
X8Y28KZ5,{}
X8Y28LEJ,"{""Cash at bank and in hand"": ""4"", ""Net assets"": ""4"", ""4 Ordinary Shares 1 of £ each"": ""4"", ""Total Shareholder funds"": ""4""}"
X8Y28LXS,"{""Called up share capital not paid"": ""100"", ""Net assetsTssued share capital"": ""100"", ""100 Ordinary Shares 1 of £ each"": ""100"", ""Total Shareholder funds STATEMENTS"": ""100""}"
X8Y28M57,"{""1"": ""1""}"
X8Y28MBM,"{""Called up share capital not paid"": ""1000"", ""Total assets less current liabilities"": ""1000"", ""Total net assets (liabilities)"": ""1000"", ""Capital and reserves"": ""1000""}"
X8Y28MDM,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""1"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y28MNT,"{""Called up share capital not paid"": ""100"", ""Net assetsTssued share capital"": ""100"", ""100 Ordinary Shares 1 of £ each"": ""100"", ""Total Shareholder funds STATEMENTS"": ""100""}"
X8Y28MOH,"{""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""0"", ""Total assets less current liabilities"": ""0"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""0"", ""Reserves For the year ending 31 May 2019 the company was entities to exemption under section 477 of the"": ""0""}"
X8Y28NCP,"{""Cash at bank and in hand"": ""2"", ""Net assetsIssued share capital"": ""2"", ""2 Ordinary Shares 1 of £ each"": ""2"", ""Total Shareholder funds STATEMENTS"": ""2""}"
X8Y28NOG,"{""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""0"", ""Total assets less current liabilities"": ""0"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""0"", ""Capital and reservesFor the year ending 31 March 2019 the company was entities to exemption under section 477 of the"": ""0""}"
X8Y28OE8,"{""1"": ""1""}"
X8Y28OLN,"{""Called up share capital not paid"": ""1"", ""Current Assets"": ""10000"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""10000"", ""Total assets less current liabilities"": ""10001"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""10001"", ""Capital and reserves"": ""10001""}"
X8Y287W0,"{""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""100 Ordinary A Shares 1 of £ each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y289DK,"{""Cash at bank and in hand"": ""2"", ""Net assetsIssued share capital"": ""2"", ""2 Ordinary Shares 1 of £ each"": ""2"", ""Total Shareholder funds STATEMENTS"": ""2""}"
X8Y2878B,"{""Fixed assets"": ""55"", ""Current assets"": ""38369"", ""Net current assets"": ""38369"", ""Total assets less current liabilities"": ""38424"", ""Provisions for liabilities"": ""-9044"", ""Accruals and deferred income"": ""-860"", ""Net assets"": ""28520"", ""Capital and reservesNOTES TO THE ACCOUNTS"": ""28520"", ""1"": ""1""}"
X8Y28615,"{""Called up share capital not paid"": ""1"", ""Net assetsTssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4TUMQ,"{""Called up share capital not paid Current assets"": ""0"", ""Cash at bank and in hand"": ""100"", ""Net assets Authorised share capital"": ""100"", ""100 ORDINARY SHARES of £1 each"": ""100"", ""Total shareholder funds NOTES"": ""100""}"
X8Y4TUOQ,{}
X8Y4TUUB,"{""Called up share capital not paid Current assets"": ""0"", ""Cash at bank and in hand"": ""100"", ""Net assets Authorised share capital"": ""100"", ""100 ORDINARY SHARES of £1 each"": ""100"", ""Total shareholder funds NOTES"": ""100""}"
X8Y4TV08,"{""Called up share capital not paid Current assets"": ""0"", ""Cash at bank and in hand"": ""100"", ""Net assets Authorised share capital"": ""100"", ""100 ORDINARY SHARES of £1 each"": ""100"", ""Total shareholder funds NOTES"": ""100""}"
X8Y4TV40,"{""Fixed Assets"": ""9978"", ""Current Assets"": ""25727"", ""Creditors: amounts falling due within one year"": ""-30365"", ""Net current assets (liabilities)"": ""-4638"", ""Total assets less current liabilities"": ""5340"", ""Total net assets (liabilities)"": ""5340"", ""Capital and reserves"": ""5340""}"
X8Y4TVGA,"{""Called up share capital not paid Current assets"": ""0"", ""Cash at bank and in hand"": ""100"", ""Net assets Authorised share capital"": ""100"", ""100 ORDINARY SHARES of £1 each"": ""100"", ""Total shareholder funds NOTES"": ""100""}"
X8Y4TVKZ,"{""Net assets"": ""0"", ""Reserves STATEMENTS"": ""0""}"
X8Y4TW66,"{""Called up share capital not paid"": ""100"", ""Net assets Tssued share capital"": ""100"", ""25 A Ordinary Shares 1 of £ each"": ""25"", ""25 B Ordinary Shares 1 of £ each"": ""25"", ""50 C Ordinary Shares 1 of £ each"": ""50"", ""Total Shareholder funds STATEMENTS"": ""100""}"
X8Y4TXQQ,"{""Net assets"": ""0"", ""Reserves STATEMENTS"": ""0""}"
X8Y4TYE1,"{""Current Assets"": ""26077"", ""Creditors: amounts falling due within one year"": ""-18548"", ""Net current assets (liabilities)"": ""7529"", ""Total assets less current liabilities"": ""7529"", ""Total net assets (liabilities)"": ""7529"", ""Reserves"": ""7529""}"
X8Y4TYSR,"{""Called up share capital not paid"": ""2"", ""Net assetsTssued share capital"": ""2"", ""2 Ordinary Shares 1 of £ each"": ""2"", ""Total Shareholder funds STATEMENTS"": ""2""}"
X8Y4TZRK,"{""Called up share capital not paid"": ""1"", ""Net assetsTssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4TZVK,"{""Called up share capital not paid"": ""100"", ""Net assetsTssued share capital"": ""100"", ""100 Ordinary Shares 1 of £ each"": ""100"", ""Total Shareholder funds STATEMENTS"": ""100""}"
X8Y4U0G3,{}
X8Y4U0RL,"{""Current Assets"": ""6478"", ""Creditors: amounts falling due within one year"": ""-3675"", ""Net current assets (liabilities)"": ""2803"", ""Total assets less current liabilities Creditors: amounts falling due after more than one"": ""2803"", ""(2,800)"": ""-2800"", ""Total net assets (liabilities)"": ""3"", ""Capital and reserves For the year ending 31 May 2019 the company was entities to exemption under section 477 of the"": ""3""}"
X8Y4U0TL,NaN
X8Y4U0VT,"{""Fixed Assets"": ""11207"", ""Current Assets"": ""222679"", ""Creditors: amounts falling due within one year"": ""-99640"", ""Net current assets (liabilities)"": ""123039"", ""Total assets less current liabilities"": ""134246"", ""Total net assets (liabilities)"": ""134246"", ""Capital and reserves"": ""134246""}"
X8Y4U2BD,"{""Called up share capital not paid"": ""100"", ""Net assetsTssued share capital"": ""100"", ""100 Ordinary Shares 1 of £ each"": ""100"", ""Total Shareholder funds STATEMENTS"": ""100""}"
X8Y4U37L,"{""Called up share capital not paid"": ""100"", ""Net assetsTssued share capital"": ""100"", ""100 Ordinary Shares 1 of £ each"": ""100"", ""Total Shareholder funds STATEMENTS"": ""100""}"
X8Y4U3IJ,"{""Current Assets"": ""1"", ""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""1"", ""Total assets less current liabilities"": ""1"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""1"", ""Capital and reserves"": ""1""}"
X8Y4U3UP,"{""Cash at bank and in hand"": ""100"", ""Net assets"": ""100"", ""100 Ordinary Shares 1 of £ each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4U4O1,"{""Fixed Assets"": ""1103"", ""Current Assets"": ""3158"", ""Creditors: amounts falling due within one year"": ""-31748"", ""Net current assets (liabilities)"": ""-28590"", ""Total assets less current liabilities"": ""-27487"", ""Total net assets (liabilities)"": ""-27487"", ""Capital and reservesFor the year ending 31 May 2019 the company was entities to exemption under section 477 of the"": ""-27487""}"
X8Y4U4ZM,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4U51F,"{""Creditors: amounts falling due within one year"": ""-26366"", ""Net Current Liabilities"": ""-26366"", ""Total assets less current liabilities"": ""-26366"", ""Accruals and deferred income"": ""325"", ""Net Liabilities"": ""-26691"", ""Capital and reserves Company information"": ""-26691""}"
X8Y4U5TV,"{""Called up share capital not paid"": ""10000"", ""Net assetsTssued share capital"": ""10000"", ""10000 Ordinary Shares 1 of £ each"": ""10000"", ""Total Shareholder funds STATEMENTS"": ""10000""}"
X8Y4U6QJ,"{""Net assets"": ""0"", ""Reserves STATEMENTS"": ""0""}"
X8Y4U77U,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 ORDINARY Share of £ | each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4U81M,"{""Fixed Assets"": ""163"", ""Current Assets"": ""2956"", ""Creditors: amounts falling due within one year"": ""-4143"", ""Net current assets (liabilities)"": ""-1187"", ""Total assets less current liabilities"": ""-1024"", ""Total net assets (liabilities)"": ""-1024""}"
X8Y4U856,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4U8BF,"{""Fixed Assets"": ""1090"", ""Current Assets"": ""9037"", ""Creditors: amounts falling due within one year"": ""-8000"", ""Net current assets (liabilities)"": ""1037"", ""Total assets less current liabilities"": ""2127"", ""Accruals and deferred income"": ""-1100"", ""Total net assets (liabilities)"": ""1027"", ""Capital and reserves"": ""1027""}"
X8Y4U8V6,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 ORDINARY Share of £ | each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4U8YA,"{""Called up share capital not paid Current assets"": ""0"", ""Cash at bank and in hand"": ""100"", ""Net assets Authorised share capital"": ""100"", ""100 Ordinary of £1 each"": ""100"", ""Total shareholder funds NOTES"": ""100""}"
X8Y4U963,"{""Called up share capital not paid"": ""100"", ""Current Assets"": ""5659"", ""Creditors: amounts falling due within one year"": ""-4659"", ""Net current assets (liabilities)"": ""1000"", ""Total assets less current liabilities"": ""1100"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""-1000"", ""Total net assets (liabilities)"": ""100"", ""Capital and reserves"": ""100""}"
X8Y4U974,{}
X8Y4U9G1,"{""Fixed assets"": ""262"", ""Current assets"": ""33642"", ""one year"": ""-9373"", ""Net current assets"": ""24269"", ""Total assets less current liabilities"": ""24531"", ""Net assets"": ""24531"", ""Capital and reserves"": ""24531""}"
X8Y4UBJF,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 ORDINARY Share of £ | each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4UBL0,"{""Called up share capital not paid"": ""3"", ""Net assetsTssued share capital"": ""3"", ""3 Ordinary Shares 1 of £ each"": ""3"", ""Total Shareholder funds STATEMENTS"": ""3""}"
X8Y4UBMG,{}
X8Y4UC77,{}
X8Y4UCJL,"{""Called up share capital not paid"": ""2"", ""Net assetsTssued share capital"": ""2"", ""2 Ordinary Shares 1 of £ each"": ""2"", ""Total Shareholder funds STATEMENTS"": ""2""}"
X8Y4UCQQ,"{""Fixed Assets"": ""157853"", ""Current Assets"": ""5354"", ""Creditors: amounts falling due within one year"": ""-614"", ""Net current assets (liabilities)"": ""4740"", ""Total assets less current liabilities Creditors: amounts falling due after more than one"": ""162593"", ""Total net assets (liabilities)"": ""152124"", ""Capital and reserves For the year ending 30 April 2019 the company was entities to exemption under section 477 of the"": ""152124""}"
X8Y4UDKA,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4UDNM,{}
X8Y4UDTN,"{""Called up share capital not paid"": ""1"", ""Net assetsTssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4UECQ,"{""Current assets"": ""31121"", ""Creditors: Amounts Falling Due Within One Year"": ""-18581"", ""NET CURRENT ASSETS"": ""12540"", ""TOTAL ASSETS LESS CURRENT LIABILITIES"": ""12540"", ""NET ASSETS"": ""12540"", ""CAPITAL AND RESERVES Notes"": ""12540""}"
X8Y4UESO,"{""Current Assets"": ""2000"", ""Creditors: amounts falling due within one year"": ""-1642"", ""Net current assets (liabilities)"": ""358"", ""Total assets less current liabilities"": ""358"", ""Total net assets (liabilities)"": ""358"", ""Capital and reserves"": ""358""}"
X8Y4UEZT,"{""Current assets"": ""53257"", ""53,257"": ""53257"", ""one year"": ""-51443"", ""Net current assets"": ""1814"", ""Total assets less current liabilities"": ""1814"", ""Accruals and deferred income"": ""-700"", ""Net assets"": ""1114"", ""Capital and reserves"": ""1114"", ""Average number of employee The company is a private company limited by shares and incorporated in England. Its registered office is"": ""2""}"
X8Y4UF29,{}
X8Y4UF5E,"{""Called up share capital not paid"": ""10"", ""Net assets Tssued share capital"": ""10"", ""10 Ordinary Shares of £ | each"": ""10"", ""Total Shareholder funds STATEMENTS"": ""10""}"
X8Y4UFO8,"{""Current Assets"": ""27507"", ""Net current assets (liabilities)"": ""27507"", ""Total assets less current liabilities"": ""27507"", ""Total net assets (liabilities)"": ""27507"", ""Capital and reserves"": ""27507""}"
X8Y4UFZM,{}
X8Y4UGJT,"{""Called up share capital not paid"": ""1000"", ""Net assetsTssued share capital"": ""1000"", ""1000 Ordinary Shares 1 of £ each"": ""1000"", ""Total Shareholder funds STATEMENTS"": ""1000""}"
X8Y4UGVM,"{""Current Assets"": ""9062"", ""Creditors: amounts falling due within one year"": ""-2027"", ""Net current assets (liabilities)"": ""7035"", ""Total assets less current liabilities"": ""7035"", ""Total net assets (liabilities)"": ""7035"", ""Capital and reserves"": ""7035""}"
X8Y4UI1O,"{""Cash at bank and in hand"": ""2"", ""Net assets"": ""2"", ""2 Ordinary Shares 1 of £ each"": ""2"", ""Total Shareholder funds"": ""2""}"
X8Y4UI8P,"{""Called up share capital not paid"": ""80000"", ""Net assetsTssued share capital"": ""80000"", ""80000 Ordinary Shares 1 of £ each"": ""80000"", ""Total Shareholder funds STATEMENTS"": ""80000""}"
X8Y4UJ1T,"{""Called up share capital not paid"": ""2"", ""Net assetsTssued share capital"": ""2"", ""2 Ordinary Shares 1 of £ each"": ""2"", ""Total Shareholder funds STATEMENTS"": ""2""}"
X8Y4UKE8,"{""Called up share capital not paid"": ""100"", ""Capital and reserves"": ""100""}"
X8Y4UKFK,{}
X8Y4UKFS,"{""Current Assets"": ""58357"", ""Net current assets (liabilities)"": ""58187"", ""Total assets less current liabilities"": ""58187"", ""Total net assets (liabilities)"": ""58187"", ""Capital and reserves"": ""58187""}"
X8Y4UL4G,"{""Called up share capital not paid"": ""10000"", ""Net assetsTssued share capital"": ""10000"", ""10000 Ordinary Shares 1 of £ each"": ""10000"", ""Total Shareholder funds STATEMENTS"": ""10000""}"
X8Y4UL6O,"{""Called up share capital not paid"": ""10"", ""Net assets Tssued share capital"": ""10"", ""10 Ordinary Shares of £ | each"": ""10"", ""Total Shareholder funds STATEMENTS"": ""10""}"
X8Y4ULBL,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4ULYO,"{""Net assets"": ""0"", ""Reserves STATEMENTS"": ""0""}"
X8Y4UMQ0,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4UN56,"{""Fixed assets"": ""23938"", ""Current assets"": ""58525"", ""Prepayments and accrued income"": ""1158"", ""59,683"": ""59683"", ""one year"": ""-62754"", ""Net current (liabilities)/assets"": ""-3071"", ""Total assets less current liabilitiesCreditors: amounts falling due after"": ""20867"", ""more than one year"": ""-12703"", ""Accruals and deferred income"": ""-3625"", ""Net assets"": ""4539"", ""Capital and reserves"": ""4539"", ""Average number of employeeAt the Balance Sheet date, M Fulcher, a director owed the company £2,917."": ""5""}"
X8Y4UNU2,"{""Net assets"": ""0"", ""Reserves STATEMENTS"": ""0""}"
X8Y4UNWI,"{""Called up share capital not paid"": ""100"", ""Net assetsTssued share capital"": ""100"", ""100 Ordinary Shares 1 of £ each"": ""100"", ""Total Shareholder funds STATEMENTS"": ""100""}"
X8Y4UOIX,"{""Creditors: amounts falling due within one year"": ""0"", ""Net current assets (liabilities)"": ""0"", ""Total assets less current liabilities"": ""0"", ""Creditors: amounts falling due after more than one year"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""0"", ""Capital and reservesFor the year ending 31 January 2020 the company was entities to exemption under section 477 of"": ""0""}"
X8Y4UOLU,"{""Called up share capital not paid"": ""1"", ""Net assetsTssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4UPU8,"{""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4UQ41,"{""Fixed Assets"": ""522"", ""Current Assets"": ""17165"", ""Creditors: amounts falling due within one year"": ""-17234"", ""Net current assets (liabilities)"": ""69"", ""Total assets less current liabilities"": ""453"", ""Provisions for liabilities"": ""-99"", ""Total net assets (liabilities)"": ""354"", ""Capital and reserves"": ""354""}"
X8Y4URUI,"{""Cash at bank and in hand"": ""5"", ""Net assetsIssued share capital"": ""5"", ""5 Ordinary Shares 1 of £ each"": ""5"", ""Total Shareholder funds STATEMENTS"": ""5""}"
X8Y4URYJ,"{""Called up share capital not paid"": ""100"", ""Net assetsTssued share capital"": ""100"", ""100 Ordinary Shares 1 of £ each"": ""100"", ""Total Shareholder funds STATEMENTS"": ""100""}"
X8Y4USA0,"{""Called up share capital not paid"": ""1000"", ""Net assetsTssued share capital"": ""1000"", ""1000 Ordinary Shares 1 of £ each"": ""1000"", ""Total Shareholder funds STATEMENTS"": ""1000""}"
X8Y4UT0O,"{""Current Assets"": ""10885"", ""Creditors: amounts falling due within one year"": ""-8284"", ""Net current assets (liabilities)"": ""2601"", ""Total assets less current liabilitiesCreditors: amounts falling due after more than one"": ""2601"", ""0"": ""0"", ""Provisions for liabilities"": ""0"", ""Accruals and deferred income"": ""0"", ""Total net assets (liabilities)"": ""2601"", ""Capital and reserves"": ""2601""}"
X8Y4UT4O,"{""Fixed Assets"": ""317"", ""Current Assets"": ""65"", ""Creditors: amounts falling due within one year"": ""-20913"", ""Net current assets (liabilities)"": ""-20848"", ""Total assets less current liabilities"": ""-20531"", ""Total net assets (liabilities)"": ""-20531"", ""Capital and reservesFor the year ending 31 May 2019 the company was entities to exemption under section 477 of the"": ""-20531""}"
X8Y4UT6H,"{""Cash at bank and in hand"": ""100"", ""Net assetsIssued share capital"": ""100"", ""100 Ordinary Shares 1 of £ each"": ""100"", ""Total Shareholder funds STATEMENTS"": ""100""}"
X8Y4UU5U,{}
X8Y4UUKG,{}
X8Y4UVSY,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4UWY8,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4UX4H,"{""Creditors: amounts falling due within one year"": ""-3739"", ""Net current assets (liabilities)"": ""-3739"", ""Total net assets (liabilities)"": ""-3739"", ""Capital and reserves"": ""-3739""}"
X8Y4UX4P,"{""Current Assets"": ""1891"", ""Creditors: amounts falling due within one year"": ""-1889"", ""Net current assets (liabilities)"": ""2"", ""Total assets less current liabilities"": ""2"", ""Total net assets (liabilities)"": ""2"", ""Capital and reserves"": ""2""}"
X8Y4UZY3,{}
X8Y4V0F5,"{""Called up share capital not paid"": ""1"", ""Net assetsTssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4V15T,"{""Current Assets"": ""2300"", ""Total assets less current liabilities"": ""2239"", ""Total net assets (liabilities)"": ""2239"", ""Capital and reserves"": ""2239""}"
X8Y4V20P,"{""Current Assets"": ""23186"", ""Creditors: amounts falling due within one year"": ""-7558"", ""Net current assets (liabilities)"": ""15628"", ""Total assets less current liabilities"": ""15628"", ""Total net assets (liabilities)"": ""15628"", ""Capital and reserves"": ""15628""}"
X8Y4V357,"{""Current Assets"": ""19894"", ""Creditors: amounts falling due within one year"": ""-9019"", ""Net current assets (liabilities)"": ""10875"", ""Total assets less current liabilities"": ""10875"", ""Total net assets (liabilities)"": ""10875"", ""Capital and reserves For the year ending 31 May 2019 the company was entities to exemption under section 477 of the"": ""10875""}"
X8Y4V3VF,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4V4OJ,{}
X8Y4V4PZ,"{""Called up share capital not paid"": ""100"", ""Net assetsTssued share capital"": ""100"", ""10000 Ordinary Shares of £ 0.01 each"": ""100"", ""Total Shareholder funds STATEMENTS"": ""100""}"
X8Y4V5QG,"{""Called up share capital not paid"": ""2"", ""Net assetsTssued share capital"": ""2"", ""2 Ordinary Shares 1 of £ each"": ""2"", ""Total Shareholder funds STATEMENTS"": ""2""}"
X8Y4V6A3,"{""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4V6N5,"{""Fixed Assets"": ""12000"", ""Current Assets"": ""12901"", ""Creditors: amounts falling due within one year"": ""-24646"", ""Net current assets (liabilities)"": ""-11745"", ""Total assets less current liabilities"": ""255"", ""Total net assets (liabilities)"": ""255"", ""Capital and reserves"": ""255""}"
X8Y4V6QP,"{""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4V8QX,"{""Called up share capital not paidCurrent assets"": ""1"", ""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""2"", ""2 ordinary Shares 1 of £ each"": ""2"", ""Total Shareholder funds STATEMENTS"": ""2""}"
X8Y4V99N,"{""Called up share capital not paid Current assets"": ""0"", ""Cash at bank and in hand"": ""100"", ""Net assets Authorised share capital"": ""100"", ""100 ORDINARY SHARES of £1 each"": ""100"", ""Total shareholder funds NOTES"": ""100""}"
X8Y4VBTE,"{""Cash at bank and in hand"": ""1"", ""Net assetsIssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4VCSX,"{""Cash at bank and in hand"": ""1"", ""Net assets"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds"": ""1""}"
X8Y4VEBL,"{""Net assets"": ""0"", ""Reserves STATEMENTS"": ""0""}"
X8Y4VEGH,"{""Called up share capital not paid"": ""1"", ""Net assetsTssued share capital"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds STATEMENTS"": ""1""}"
X8Y4VEGP,"{""Fixed Assets"": ""10824"", ""Current Assets"": ""4825"", ""Creditors: amounts falling due within one year"": ""-5141"", ""Net current assets (liabilities)"": ""-316"", ""Total assets less current liabilities"": ""10508"", ""Creditors: amounts falling due after more than one year"": ""-8486"", ""Total net assets (liabilities)"": ""2022"", ""Capital and reserves"": ""2022""}"
X8Y4VFQQ,"{""Fixed Assets"": ""6000"", ""Current Assets"": ""4000"", ""Creditors: amounts falling due within one year"": ""-2000"", ""Net current assets (liabilities)"": ""2000"", ""Total assets less current liabilities"": ""8000"", ""Creditors: amounts falling due after more than one year"": ""-7000"", ""Total net assets (liabilities)"": ""1000"", ""Capital and reserves"": ""1000""}"
X8Y4VG20,"{""Called up share capital not paid"": ""100"", ""Net assets"": ""100"", ""100 Ordinary Shares of £ | each"": ""100"", ""Total Shareholder funds"": ""100""}"
X8Y4VGOP,"{""Called up share capital not paid Current assets"": ""0"", ""Cash at bank and in hand"": ""100"", ""Net assets Authorised share capital"": ""100"", ""100 ORDINARY SHARES of £1 each"": ""100"", ""Total shareholder funds NOTES"": ""100""}"
X8Y4VH6B,"{""Current Assets"": ""1132"", ""Net current assets (liabilities)"": ""1132"", ""Total assets less current liabilities"": ""1132"", ""Creditors: amounts falling due after more than one year"": ""-5000"", ""Total net assets (liabilities)"": ""-3868"", ""Capital and reserves"": ""-3868""}"
X8Y4VHCY,"{""Fixed Assets"": ""1391"", ""Current Assets"": ""917"", ""Creditors: amounts falling due within one year"": ""-2164"", ""Net current assets (liabilities)"": ""-1247"", ""Total assets less current liabilities"": ""144"", ""Total net assets (liabilities)"": ""144"", ""Capital and reserves"": ""144""}"
X8Y4VHOG,"{""Called up share capital not paid"": ""1"", ""Net assets"": ""1"", ""1 Ordinary Share 1 of £ each"": ""1"", ""Total Shareholder funds"": ""1""}"
